,Business title,zip,AM early,AM peak,Mid-day,PM peak,PM late,Type of Place,lat,lon,Total Score
284,pamir kabob house inc,92128-2546,7,28,25,35,25,Food & Drinks,33.0175522,-117.07375649999999,119
285,guckenheimer services llc @ cruzan,92121-4376,7,28,25,35,25,Food & Drinks,32.909214399999996,-117.18078529999998,119
286,crust pizzeria,92130-6650,27,6,3,27,30,Only Drinks,32.9208011,-117.21445039999999,93
287,new kitchen styles llc,92127-8833,27,6,3,27,30,Only Drinks,33.0281308,-117.1116137,93
288,jy group usa inc,92129-3072,27,6,3,27,30,Only Drinks,32.950925500000004,-117.11543130000001,93
289,thai time downtown restaurant,92101-6114,7,28,25,35,25,Food & Drinks,32.7151211,-117.16308740000001,119
290,salerno food and services llc,92065-7312,27,6,3,27,30,Only Drinks,33.010564,-116.919315,93
291,voce del mare,92037-7302,7,28,25,35,25,Food & Drinks,32.8162002,-117.2705864,119
292,santorini express,92121-6306,7,28,25,35,25,Food & Drinks,32.906041200000004,-117.1726282,119
293,asia wok,92113-2163,3,25,20,18,5,Only Food,32.6990951,-117.1460615,70
294,dhmm tavernbowl llc,92101-7232,27,6,3,27,30,Only Drinks,32.7117985,-117.155869,93
295,copa vida cafe,92121-1217,3,25,20,18,5,Only Food,32.905015500000005,-117.22886840000001,70
296,incas shots & yards,92101-6107,7,28,25,35,25,Food & Drinks,32.7140712,-117.1599537,119
297,wheat and water,92037-7302,7,28,25,35,25,Food & Drinks,32.8164815,-117.2708717,119
298,delivered dish,92111-1007,3,25,20,18,5,Only Food,32.8330464,-117.1617352,70
299,giant pizza king,92111-5424,3,25,20,18,5,Only Food,32.791894,-117.1759943,70
300,red wagon pizza san diego,92109-6380,3,25,20,18,5,Only Food,32.7899822,-117.239251,70
301,cotys deli,92102-4026,3,25,20,18,5,Only Food,32.7065772,-117.13221999999999,70
302,sonic drive in,92109-3821,3,25,20,18,5,Only Food,32.806216,-117.22042900000001,70
303,oscars mexican food,92110-5203,3,25,20,18,5,Only Food,32.753675199999996,-117.21715309999999,70
304,thai tea station,92102-2926,3,25,20,18,5,Only Food,32.7081462,-117.1431513,70
305,mitad del mundo,91911-5305,3,25,20,18,5,Only Food,32.5958358,-117.05211240000001,70
306,juicin' java,92108-3116,3,25,20,18,5,Only Food,32.7645744,-117.1607307,70
307,chuckies llc,91942-8904,3,25,20,18,5,Only Food,32.772552399999995,-117.0375045,70
308,pho huong viet,92105-2302,7,28,25,35,25,Food & Drinks,32.7496321,-117.07972720000001,119
309,the surf check,92107-3828,3,25,20,18,5,Only Food,32.7367494,-117.25487890000001,70
310,shan xi magic kitchen,92111-2712,7,28,25,35,25,Food & Drinks,32.8215366,-117.17695400000001,119
311,mr a cafe,92111-2712,7,28,25,35,25,Food & Drinks,32.8204155,-117.1774145,119
312,tortas ahogadas la potranca tapatia,92105,3,25,20,18,5,Only Food,32.755314500000004,-117.1006186,70
313,himalayan curry & grill,92120-2341,7,28,25,35,25,Food & Drinks,32.7914634,-117.100748,119
314,himalayan grill,92131-1088,7,28,25,35,25,Food & Drinks,32.9147831,-117.11406640000001,119
315,crispy fried chicken,92115-4640,3,25,20,18,5,Only Food,32.7562805,-117.0885673,70
316,concept two seven eight,92103-4218,7,28,25,35,25,Food & Drinks,32.7448606,-117.1601616,119
317,doghaus san diego,92101-6414,7,28,25,35,25,Food & Drinks,32.715546999999994,-117.15624299999999,119
318,los rancheros inc,92154-1150,3,25,20,18,5,Only Food,32.5834849,-117.0956972,70
319,the public house,92037-4308,7,28,25,35,25,Food & Drinks,32.8433586,-117.2752878,119
320,franklin's cuts,92118-3301,3,25,20,18,5,Only Food,32.6272407,-117.1304676,70
321,denedin north park,92104-4119,27,6,3,27,30,Only Drinks,32.742334899999996,-117.1298608,93
322,alpha pizzeria & deli,92101-7432,3,25,20,18,5,Only Food,32.711246700000004,-117.15211570000001,70
323,ryan's beyond organic,92102-2350,3,25,20,18,5,Only Food,32.717176,-117.12927679999999,70
324,belindas familia restaurant,91977-5141,3,25,20,18,5,Only Food,32.707582,-116.99456399999998,70
325,olssd llc,92106-6418,27,6,3,27,30,Only Drinks,32.7286925,-117.21740530000001,93
326,wokou noodles pour,92130-2475,7,28,25,35,25,Food & Drinks,32.9614982,-117.1896408,119
327,curry and more,92128-1927,7,28,25,35,25,Food & Drinks,33.0232362,-117.0765762,119
328,gema ice cream,92139-3328,3,25,20,18,5,Only Food,32.678364,-117.038105,70
329,pho fifth avenue express,92115-2441,3,25,20,18,5,Only Food,32.7722242,-117.06959340000002,70
330,masala street,92037,7,28,25,35,25,Food & Drinks,32.8401026,-117.27324660000001,119
331,jdub grab & go,92110-3236,27,6,3,27,30,Only Drinks,32.748369399999994,-117.19832050000001,93
332,camellia rd,92111-1710,3,25,20,18,5,Only Food,32.8322319,-117.1470856,70
333,yogurt heaven iv,92127-3489,3,25,20,18,5,Only Food,33.015962699999996,-117.11070149999999,70
334,thai pepper cuisine,92123-2239,7,28,25,35,25,Food & Drinks,32.8039062,-117.1395257,119
335,charley's philly steaks,92122-1241,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
336,wahoo's fish taco,92037-5014,7,28,25,35,25,Food & Drinks,32.839438,-117.27624329999999,119
337,wahoo's fish taco,92110-5642,7,28,25,35,25,Food & Drinks,32.755742,-117.2218135,119
338,loading dock,92101-1259,7,28,25,35,25,Food & Drinks,32.7286261,-117.17180249999998,119
339,the parlour,92101-7242,27,6,3,27,30,Only Drinks,32.7109897,-117.154021,93
340,the baked bear,92130-2410,3,25,20,18,5,Only Food,32.9615089,-117.19036170000001,70
341,coconut thai asian bistro,92109-5052,7,28,25,35,25,Food & Drinks,32.791319699999995,-117.25444180000001,119
342,taqueria imperial,92114-4402,7,28,25,35,25,Food & Drinks,32.7122392,-117.0485487,119
343,kis met 275 tz,92114-6931,3,25,20,18,5,Only Food,32.6902935,-117.05690690000002,70
344,poki one n half,92104-3002,7,28,25,35,25,Food & Drinks,32.748735700000005,-117.1293616,119
345,feast california cafe llc,92101-5001,7,28,25,35,25,Food & Drinks,32.715479200000004,-117.1636313,119
346,fish pit,92115-3903,7,28,25,35,25,Food & Drinks,32.7622224,-117.0671716,119
347,beaudevin t2,92101-1096,3,25,20,18,5,Only Food,32.733132899999994,-117.2011817,70
348,capri pizza and grill,92109-8019,7,28,25,35,25,Food & Drinks,32.7658595,-117.25106720000001,119
349,senor taquero,92101-5107,3,25,20,18,5,Only Food,32.7155785,-117.1605262,70
350,asadero taco shop,92128-3176,3,25,20,18,5,Only Food,33.00206,-117.059122,70
351,chaba thai kitchen,92111-1615,7,28,25,35,25,Food & Drinks,32.8331843,-117.1499945,119
352,bjs restaurant and brewhouse,92037,7,28,25,35,25,Food & Drinks,32.8669836,-117.23320700000001,119
353,356 degrees korean bbq,92108-1506,7,28,25,35,25,Food & Drinks,32.7659126,-117.15577350000001,119
354,tp banh bao inc,92126-4601,3,25,20,18,5,Only Food,32.9266158,-117.1439002,70
355,pita pit,92115-2655,3,25,20,18,5,Only Food,32.7639803,-117.06183429999999,70
356,jersey mikes subs utc,92122-1259,3,25,20,18,5,Only Food,32.8729501,-117.2121703,70
357,grandmas kitchen,92121-1446,3,25,20,18,5,Only Food,32.90512460000001,-117.2147331,70
358,cordovas food,92105-3324,3,25,20,18,5,Only Food,32.7454572,-117.10546969999999,70
359,pho minh,92109-4407,3,25,20,18,5,Only Food,32.7992146,-117.24097759999998,70
360,eat clean san diego,92101-5131,3,25,20,18,5,Only Food,32.715916899999996,-117.15988929999999,70
361,cinnaholic market street,92101-6932,3,25,20,18,5,Only Food,32.7112822,-117.16044199999999,70
362,nekter juice bar,92106-6154,3,25,20,18,5,Only Food,32.736511,-117.21653,70
363,the habit burger grill,92126-2606,27,6,3,27,30,Only Drinks,32.9132694,-117.1442436,93
364,denny's,92109-2726,7,28,25,35,25,Food & Drinks,32.7968511,-117.25528229999999,119
365,juice alchemy,92103-5839,3,25,20,18,5,Only Food,32.738430699999995,-117.1605491,70
366,angeli's cafe llc,92108-5892,3,25,20,18,5,Only Food,32.7794448,-117.13541289999999,70
367,la pinata,92110-2713,7,28,25,35,25,Food & Drinks,32.756361,-117.19749840000001,119
368,yoshi sushi,92121-6306,7,28,25,35,25,Food & Drinks,32.906041200000004,-117.1726282,119
369,east county tacos and beers,91977-1224,3,25,20,18,5,Only Food,32.748293,-116.9880723,70
370,pesto craft kitchen,92115-3841,7,28,25,35,25,Food & Drinks,32.7606538,-117.0679826,119
371,be fresh,92113,27,6,3,27,30,Only Drinks,32.6966201,-117.0939888,93
372,carve,92123-1714,3,25,20,18,5,Only Food,32.8094005,-117.14229070000002,70
373,sugarsweets dessert,92111-1615,3,25,20,18,5,Only Food,32.8329468,-117.14923529999999,70
374,pacific cafe & catering,92037,3,25,20,18,5,Only Food,32.8789946,-117.2270116,70
375,yakitori hino,92111-1546,7,28,25,35,25,Food & Drinks,32.8335693,-117.1584372,119
376,chocolathillcrest,92103-3141,7,28,25,35,25,Food & Drinks,32.748098399999996,-117.1606861,119
377,pho saigon bliss,92123-4412,7,28,25,35,25,Food & Drinks,32.8108195,-117.1160164,119
378,restaurant vallarta,92154-5200,7,28,25,35,25,Food & Drinks,32.5558208,-116.93674909999999,119
379,edamami restaurant,92124-1197,7,28,25,35,25,Food & Drinks,32.8393632,-117.0986716,119
380,protector brewery l.l.c.,92126-6392,27,6,3,27,30,Only Drinks,32.8966077,-117.13732790000002,93
381,gaglione bros famous steaks,92110-5642,7,28,25,35,25,Food & Drinks,32.755742,-117.2218135,119
382,ciaos t1 east rotunda post,92101-1095,7,28,25,35,25,Food & Drinks,32.7304629,-117.1917902,119
383,tommy vs t2 west,92101-1096,7,28,25,35,25,Food & Drinks,32.733132899999994,-117.2011817,119
384,casharia's place,92115-7807,3,25,20,18,5,Only Food,32.7539413,-117.0968189,70
385,belching beaver brewery inc,92107-3111,27,6,3,27,30,Only Drinks,32.7453979,-117.2480881,93
386,santos cafe at the old town market,92110-2810,3,25,20,18,5,Only Food,32.7538059,-117.19569299999999,70
387,raki raki little italy,92101-1726,7,28,25,35,25,Food & Drinks,32.728124699999995,-117.1702166,119
388,pacific poke co,92126-4804,27,6,3,27,30,Only Drinks,32.9182535,-117.126498,93
389,thin and craft,92113-3729,3,25,20,18,5,Only Food,32.6928318,-117.13280220000001,70
390,sushi co,92110-1125,7,28,25,35,25,Food & Drinks,32.787142200000005,-117.1908179,119
391,saint tropez bistro,92101-8897,3,25,20,18,5,Only Food,32.7143482,-117.1647085,70
392,capri pizza and philly steaks,92109-8019,3,25,20,18,5,Only Food,32.7658595,-117.25106720000001,70
393,corner deli,92123-1669,7,28,25,35,25,Food & Drinks,32.8241863,-117.1203379,119
394,rosas pizza,92111-3748,3,25,20,18,5,Only Food,32.8141393,-117.1539653,70
395,como ceviche,92101-7431,7,28,25,35,25,Food & Drinks,32.70863,-117.15534699999999,119
396,taste of the himalayas,92103-3312,7,28,25,35,25,Food & Drinks,32.7491132,-117.1521095,119
397,jersey mike s subs,92121-2666,3,25,20,18,5,Only Food,32.8786315,-117.16803090000002,70
398,la golondrina,92173-2657,3,25,20,18,5,Only Food,32.5528586,-117.04239650000001,70
399,tokyo ramen,92103-3117,7,28,25,35,25,Food & Drinks,32.748082000000004,-117.1602215,119
400,el shrimp bucket,91911-7128,3,25,20,18,5,Only Food,32.6058247,-117.08830230000001,70
401,omega cafe catering,92111-7906,3,25,20,18,5,Only Food,32.8423403,-117.17167549999999,70
402,maine lobster company,92154-5674,3,25,20,18,5,Only Food,32.5811919,-117.00943410000001,70
403,el zarape mexican eatery,92116-1501,7,28,25,35,25,Food & Drinks,32.7630524,-117.12934150000001,119
404,rovino rotisserie & wine,92101-1778,7,28,25,35,25,Food & Drinks,32.725526,-117.1702138,119
405,birras taco shop jr,92113-3221,3,25,20,18,5,Only Food,32.696255199999996,-117.1136531,70
406,picante taqueria mexican grill,92120-2309,7,28,25,35,25,Food & Drinks,32.793513399999995,-117.09823159999999,119
407,pho & banh cuon van hoa restaurant,92105-2302,7,28,25,35,25,Food & Drinks,32.7496321,-117.07972720000001,119
408,saffron thai llc,92103-3727,27,6,3,27,30,Only Drinks,32.743084,-117.18077290000001,93
409,krispy krunchy chicken,92111-2712,7,28,25,35,25,Food & Drinks,32.8215366,-117.17695400000001,119
410,guahan grill,92110-4223,7,28,25,35,25,Food & Drinks,32.748662599999996,-117.20577779999999,119
411,h2o sushi & izakaya,92103-3112,7,28,25,35,25,Food & Drinks,32.7489114,-117.1607399,119
412,social tap college llc,92115-2603,7,28,25,35,25,Food & Drinks,32.7650436,-117.06130159999998,119
413,dublin square irish pub & grill,92101-6905,7,28,25,35,25,Food & Drinks,32.7110086,-117.1613778,119
414,pho & sushi bar,92101-3108,7,28,25,35,25,Food & Drinks,32.722149,-117.15962240000002,119
415,street chef california llc,92056-8743,3,25,20,18,5,Only Food,33.182201,-117.313303,70
416,carnivore sandwich,92101,3,25,20,18,5,Only Food,32.7209097,-117.16889740000002,70
417,beshock,92101,7,28,25,35,25,Food & Drinks,32.7115583,-117.1529385,119
418,calis fries,92123-4361,3,25,20,18,5,Only Food,32.8314446,-117.1209243,70
419,bellav 1,92037-1004,27,6,3,27,30,Only Drinks,32.889522899999996,-117.24421720000001,93
420,hot dog bar,92101-6918,3,25,20,18,5,Only Food,32.713113,-117.16045,70
421,pure press,92119,3,25,20,18,5,Only Food,32.804332,-117.0382872,70
422,the ageless kitchen,92108-3816,3,25,20,18,5,Only Food,32.7686187,-117.1341395,70
423,kuma cafe,92101-3534,3,25,20,18,5,Only Food,32.7164429,-117.1675675,70
424,newport pizza and ale house,92107-3010,7,28,25,35,25,Food & Drinks,32.747609999999995,-117.25184579999998,119
425,pho duyen mai,92123-1422,7,28,25,35,25,Food & Drinks,32.8310642,-117.13839890000001,119
426,native foods cafe,92110-4254,7,28,25,35,25,Food & Drinks,32.7485808,-117.2057861,119
427,monster crafts,91910-8622,3,25,20,18,5,Only Food,32.6431723,-117.0039462,70
428,cafe 976 felspar,92109-2717,3,25,20,18,5,Only Food,32.7984819,-117.2524399,70
429,the kouch,92103-3126,7,28,25,35,25,Food & Drinks,32.747789399999995,-117.16180779999999,119
430,primitive smoke bbq,92109-2834,3,25,20,18,5,Only Food,32.7974095,-117.2509568,70
431,cinnaholic,92108-1534,3,25,20,18,5,Only Food,32.7659126,-117.15577350000001,70
432,blaze pizza,92111-2700,3,25,20,18,5,Only Food,32.8206408,-117.179873,70
433,khan baba kabab house llc,92126-4469,7,28,25,35,25,Food & Drinks,32.8950431,-117.1276983,119
434,breakfast burrito,92121-3222,3,25,20,18,5,Only Food,32.887102,-117.17002659999999,70
435,tribute pizza,92101,3,25,20,18,5,Only Food,32.7473239,-117.12797490000001,70
436,facing east,92111-2329,7,28,25,35,25,Food & Drinks,32.8253794,-117.15443429999999,119
437,santa ana fresh mexican food,92115-4640,3,25,20,18,5,Only Food,32.756328,-117.08884690000001,70
438,little italy pizzaria pasta 2,92105-1972,7,28,25,35,25,Food & Drinks,32.749787899999994,-117.0924525,119
439,subway #2614,92123-4223,3,25,20,18,5,Only Food,32.7980757,-117.1513115,70
440,swa ice cream,91911-5820,3,25,20,18,5,Only Food,32.59347,-117.0533094,70
441,starbucks coffee 47447,92128-4660,3,25,20,18,5,Only Food,32.979149,-117.08375339999999,70
442,cold stone creamery   20837,92109-2793,3,25,20,18,5,Only Food,32.797827000000005,-117.25564209999999,70
443,gracielas taco shop,91902-2637,3,25,20,18,5,Only Food,32.6691582,-117.02134099999999,70
444,dakine grindz,92071-1240,3,25,20,18,5,Only Food,32.871668,-116.975199,70
445,choice juicery,92127,27,6,3,27,30,Only Drinks,33.0212961,-117.12517530000001,93
446,middletown kitchen,92110,3,25,20,18,5,Only Food,32.7414859,-117.18276759999999,70
447,joan ice cream,91950-3224,3,25,20,18,5,Only Food,32.67295,-117.10891200000002,70
448,grub carmel mountain llc,92128-4649,7,28,25,35,25,Food & Drinks,32.983882300000005,-117.0782005,119
449,wingstop 132,92104-1004,3,25,20,18,5,Only Food,32.754837699999996,-117.14476529999999,70
450,wingstop 131,92110-4255,3,25,20,18,5,Only Food,32.7487086,-117.206046,70
451,socal lemonade,92037,3,25,20,18,5,Only Food,32.8384558,-117.2714682,70
452,gaglione bros famous steaks,92120-2311,3,25,20,18,5,Only Food,32.7922191,-117.09891019999999,70
453,biga,92101-6221,7,28,25,35,25,Food & Drinks,32.7153639,-117.1594132,119
454,the living room coffeehouse,92115-3826,3,25,20,18,5,Only Food,32.759957899999996,-117.0704604,70
455,guacblocks,92102-2838,3,25,20,18,5,Only Food,32.7110527,-117.14555159999998,70
456,crisp fish n chips,92154-2046,3,25,20,18,5,Only Food,32.577871,-117.094489,70
457,lol bbq llc,92111-3761,7,28,25,35,25,Food & Drinks,32.8205392,-117.1560108,119
458,great wow,92111-3748,7,28,25,35,25,Food & Drinks,32.8141393,-117.1539653,119
459,sushiya,92130-1052,7,28,25,35,25,Food & Drinks,32.953619,-117.2334396,119
460,boba bar and desserts,92111-2318,3,25,20,18,5,Only Food,32.824505,-117.15490759999999,70
461,kyodai sushi,92128-4613,7,28,25,35,25,Food & Drinks,32.9828696,-117.0742328,119
462,los ruizenores gourmet truck,91340-2535,3,25,20,18,5,Only Food,34.280362700000005,-118.4264611,70
463,boto sushi del mar,92014-3110,7,28,25,35,25,Food & Drinks,32.948880800000005,-117.2472071,119
464,tacos el rey,91902-4273,3,25,20,18,5,Only Food,32.6622126,-117.0101192,70
465,krispy kreme doughnuts,92128-4288,3,25,20,18,5,Only Food,32.9779949,-117.08258740000001,70
466,jt's tavern,92120-4003,27,6,3,27,30,Only Drinks,32.781168699999995,-117.1008956,93
467,urban plates llc,92037-8326,7,28,25,35,25,Food & Drinks,32.867222,-117.23300459999999,119
468,mondragon & co company / la cochinita,92104-1409,3,25,20,18,5,Only Food,32.7555414,-117.1235175,70
469,flamed up on wheels,92108-1718,3,25,20,18,5,Only Food,32.784220399999995,-117.1198895,70
470,little italy bar grill,92131-1265,7,28,25,35,25,Food & Drinks,32.9030189,-117.099923,119
471,techoutfitters inc,92106-2610,3,25,20,18,5,Only Food,32.724047600000006,-117.23010590000001,70
472,poke chop inc,92109-3014,3,25,20,18,5,Only Food,32.7991825,-117.244346,70
473,poke u,92111-1558,3,25,20,18,5,Only Food,32.8314173,-117.1550676,70
474,treet desserts,92110-5643,3,25,20,18,5,Only Food,32.7552439,-117.2223152,70
475,cayene,91911-5305,3,25,20,18,5,Only Food,32.5958358,-117.05211240000001,70
476,meraki cafe,92116-1204,3,25,20,18,5,Only Food,32.7623107,-117.1466483,70
477,chiquita catering,92123-5305,3,25,20,18,5,Only Food,32.8284352,-117.12562240000001,70
478,claim jumper,92101-3321,7,28,25,35,25,Food & Drinks,32.7193387,-117.1725047,119
479,dominos 7707,92110-5641,3,25,20,18,5,Only Food,32.753983899999994,-117.2226986,70
480,dominos 7492,92114-5020,3,25,20,18,5,Only Food,32.716891499999996,-117.02614890000001,70
481,sushi lounge point loma,92106-2610,7,28,25,35,25,Food & Drinks,32.724092999999996,-117.2300495,119
482,pescaderia y cevicheria lindo sinaloa,92113-3430,3,25,20,18,5,Only Food,32.6945372,-117.1016271,70
483,streetcar merchants,92037-4207,7,28,25,35,25,Food & Drinks,32.845415700000004,-117.27633229999999,119
484,crispy crepes,92128-3774,3,25,20,18,5,Only Food,32.9761085,-117.068343,70
485,st tropez bistro,92101,3,25,20,18,5,Only Food,32.7250574,-117.1442834,70
486,burly and the bean,92105-4602,3,25,20,18,5,Only Food,32.7373014,-117.10279750000001,70
487,two paddles,92103-3109,3,25,20,18,5,Only Food,32.74870730000001,-117.16128559999999,70
488,gilbertos ice cream truck,92105-1912,3,25,20,18,5,Only Food,32.7510935,-117.0946207,70
489,maria bonita,91911-5820,3,25,20,18,5,Only Food,32.59347,-117.0533094,70
490,shins la jolla,92037-4161,7,28,25,35,25,Food & Drinks,32.848207,-117.27452029999999,119
491,wunder wiener,92102-4709,3,25,20,18,5,Only Food,32.7110619,-117.0948143,70
492,auntie anne's ca223,92101-6150,3,25,20,18,5,Only Food,32.7136302,-117.1612808,70
493,burger lounge,92127-4118,27,6,3,27,30,Only Drinks,33.020259,-117.1240315,93
494,savory kitchen,92130-5665,7,28,25,35,25,Food & Drinks,32.9702215,-117.1607719,119
495,gallagher's 1502,92107-3010,27,6,3,27,30,Only Drinks,32.7476504,-117.25171329999999,93
496,la verdadera amistad,92110-2901,3,25,20,18,5,Only Food,32.747158,-117.1904928,70
497,mariscos el jefe hollister,92154-4726,7,28,25,35,25,Food & Drinks,32.5844619,-117.0842811,119
